census_block,provider_id,travel_time_type,travel_time_minutes
CB042,PR009,DRIVING,60.833333333999995
CB042,PR010,DRIVING,56.133333336
CB042,PR011,DRIVING,94.05
CB042,PR012,DRIVING,82.683333336
CB042,PR013,DRIVING,92.78333333399999
CB042,PR014,DRIVING,89.86666666800001
CB042,PR015,DRIVING,111.88333333199999
CB042,PR016,DRIVING,138.0
CB043,PR001,DRIVING,162.416666664
CB043,PR002,DRIVING,192.933333336
CB043,PR003,DRIVING,154.249999998
CB043,PR004,DRIVING,128.25
CB043,PR005,DRIVING,119.116666668
CB043,PR006,DRIVING,114.133333332
CB043,PR007,DRIVING,114.833333334
CB043,PR008,DRIVING,115.883333334
CB043,PR009,DRIVING,130.98333333600002
CB043,PR010,DRIVING,99.183333336
CB043,PR011,DRIVING,164.200000002
CB043,PR012,DRIVING,65.033333334
CB043,PR013,DRIVING,150.26666666399998
CB043,PR014,DRIVING,59.016666666
CB043,PR015,DRIVING,63.066666666
CB043,PR016,DRIVING,63.433333332000004
CB044,PR001,DRIVING,106.71666666600001
CB044,PR002,DRIVING,137.233333332
CB044,PR003,DRIVING,98.55000000000001
CB044,PR004,DRIVING,72.550000002
CB044,PR005,DRIVING,63.416666664000005
CB044,PR006,DRIVING,58.450000001999996
CB044,PR007,DRIVING,59.133333336
CB044,PR008,DRIVING,60.183333336000004
CB044,PR009,DRIVING,75.283333332
CB044,PR010,DRIVING,43.483333332
CB044,PR011,DRIVING,108.516666666
CB044,PR012,DRIVING,28.65
CB044,PR013,DRIVING,94.56666666599999
CB044,PR014,DRIVING,12.333333335999999
CB044,PR015,DRIVING,34.35
CB044,PR016,DRIVING,60.46666666800001
CB045,PR001,DRIVING,85.450000002
CB045,PR002,DRIVING,83.7
CB045,PR003,DRIVING,108.033333336
CB045,PR004,DRIVING,133.04999999999998
CB045,PR005,DRIVING,140.133333336
CB045,PR006,DRIVING,139.30000000200002
CB045,PR007,DRIVING,136.366666668
CB045,PR008,DRIVING,139.30000000200002
CB045,PR009,DRIVING,147.88333333199998
CB045,PR010,DRIVING,152.48333333399998
CB045,PR011,DRIVING,181.09999999800002
CB045,PR012,DRIVING,191.216666664
CB045,PR013,DRIVING,179.816666664
CB045,PR014,DRIVING,186.216666666
CB045,PR015,DRIVING,208.233333336
CB045,PR016,DRIVING,234.33333333599998
CB046,PR001,DRIVING,23.933333334
CB046,PR002,DRIVING,32.233333332
CB046,PR003,DRIVING,46.516666668
CB046,PR004,DRIVING,71.533333332
CB046,PR005,DRIVING,78.60000000000001
CB046,PR006,DRIVING,77.78333333399999
CB046,PR007,DRIVING,74.85000000000001
CB046,PR008,DRIVING,77.78333333399999
CB046,PR009,DRIVING,86.350000002
CB046,PR010,DRIVING,90.96666666600001
CB046,PR011,DRIVING,119.583333336
CB046,PR012,DRIVING,129.700000002
CB046,PR013,DRIVING,118.300000002
CB046,PR014,DRIVING,124.69999999799998
CB046,PR015,DRIVING,146.716666668
CB046,PR016,DRIVING,172.81666666799998
CB047,PR001,DRIVING,217.699999998
CB047,PR002,DRIVING,248.216666664
CB047,PR003,DRIVING,209.533333332
CB047,PR004,DRIVING,183.533333334
CB047,PR005,DRIVING,174.400000002
CB047,PR006,DRIVING,169.416666666
CB047,PR007,DRIVING,170.116666668
CB047,PR008,DRIVING,171.166666668
CB047,PR009,DRIVING,186.26666666399998
CB047,PR010,DRIVING,154.466666664
CB047,PR011,DRIVING,219.499999998
CB047,PR012,DRIVING,122.95000000200001
CB047,PR013,DRIVING,205.549999998
CB047,PR014,DRIVING,114.3
CB047,PR015,DRIVING,117.21666666600001
CB047,PR016,DRIVING,113.31666666599999
CB048,PR001,DRIVING,168.216666666
CB048,PR002,DRIVING,198.733333332
CB048,PR003,DRIVING,160.05
CB048,PR004,DRIVING,129.29999999999998
CB048,PR005,DRIVING,128.033333334
CB048,PR006,DRIVING,117.0
CB048,PR007,DRIVING,114.649999998
CB048,PR008,DRIVING,117.0
CB048,PR009,DRIVING,131.25
CB048,PR010,DRIVING,111.850000002
CB048,PR011,DRIVING,164.466666666
CB048,PR012,DRIVING,109.816666668
CB048,PR013,DRIVING,150.516666666
CB048,PR014,DRIVING,87.21666666600001
CB048,PR015,DRIVING,62.899999998
CB048,PR016,DRIVING,45.333333335999995
CB049,PR001,DRIVING,169.95
CB049,PR002,DRIVING,200.466666666
CB049,PR003,DRIVING,161.783333334
CB049,PR004,DRIVING,131.033333334
CB049,PR005,DRIVING,129.75
CB049,PR006,DRIVING,118.716666666
CB049,PR007,DRIVING,116.38333333199999
CB049,PR008,DRIVING,118.73333333400001
CB049,PR009,DRIVING,132.966666666
CB049,PR010,DRIVING,113.566666668
CB049,PR011,DRIVING,166.2
CB049,PR012,DRIVING,128.016666666
CB049,PR013,DRIVING,152.25
CB049,PR014,DRIVING,105.416666664
CB049,PR015,DRIVING,81.100000002
CB049,PR016,DRIVING,52.783333332
CB050,PR001,DRIVING,70.399999998
CB050,PR002,DRIVING,100.916666664
CB050,PR003,DRIVING,62.233333332
CB050,PR004,DRIVING,25.716666666
CB050,PR005,DRIVING,32.85
CB050,PR006,DRIVING,19.183333332
CB050,PR007,DRIVING,16.833333336
CB050,PR008,DRIVING,19.183333332
CB050,PR009,DRIVING,27.649999998
CB050,PR010,DRIVING,22.983333335999998
CB050,PR011,DRIVING,60.88333333200001
CB050,PR012,DRIVING,75.633333336
CB050,PR013,DRIVING,46.933333332000004
CB050,PR014,DRIVING,61.783333332
CB050,PR015,DRIVING,83.800000002
CB050,PR016,DRIVING,109.900000002
CB051,PR001,DRIVING,127.683333336
CB051,PR002,DRIVING,106.750000002
CB051,PR003,DRIVING,123.31666666800001
CB051,PR004,DRIVING,130.549999998
CB051,PR005,DRIVING,152.433333336
CB051,PR006,DRIVING,151.900000002
CB051,PR007,DRIVING,148.966666668
CB051,PR008,DRIVING,151.900000002
CB051,PR009,DRIVING,143.566666668
CB051,PR010,DRIVING,159.9
CB051,PR011,DRIVING,149.983333332
CB051,PR012,DRIVING,203.516666664
CB051,PR013,DRIVING,177.133333332
CB051,PR014,DRIVING,198.516666666
CB051,PR015,DRIVING,220.533333336
CB051,PR016,DRIVING,246.64999999799997
CB052,PR001,DRIVING,146.80000000200002
CB052,PR002,DRIVING,144.43333333200002
CB052,PR003,DRIVING,124.56666666599999
CB052,PR004,DRIVING,112.966666668
CB052,PR005,DRIVING,134.116666668
CB052,PR006,DRIVING,123.433333332
CB052,PR007,DRIVING,121.09999999800002
CB052,PR008,DRIVING,123.45
CB052,PR009,DRIVING,97.016666664
CB052,PR010,DRIVING,131.733333336
CB052,PR011,DRIVING,70.666666668
CB052,PR012,DRIVING,182.733333336
CB052,PR013,DRIVING,83.883333336
CB052,PR014,DRIVING,170.533333332
CB052,PR015,DRIVING,192.550000002
CB052,PR016,DRIVING,218.65000000199998
CB053,PR001,DRIVING,113.149999998
CB053,PR002,DRIVING,143.666666664
CB053,PR003,DRIVING,104.983333332
CB053,PR004,DRIVING,78.983333334
CB053,PR005,DRIVING,69.850000002
CB053,PR006,DRIVING,64.883333334
CB053,PR007,DRIVING,65.56666666800001
CB053,PR008,DRIVING,66.616666668
CB053,PR009,DRIVING,81.716666664
CB053,PR010,DRIVING,49.933333332
CB053,PR011,DRIVING,114.949999998
CB053,PR012,DRIVING,32.350000002
CB053,PR013,DRIVING,100.999999998
CB053,PR014,DRIVING,9.966666665999998
CB053,PR015,DRIVING,28.633333332
CB053,PR016,DRIVING,54.75
CB054,PR001,DRIVING,84.916666668
CB054,PR002,DRIVING,83.166666666
CB054,PR003,DRIVING,107.50000000200001
CB054,PR004,DRIVING,132.51666666600002
CB054,PR005,DRIVING,139.600000002
CB054,PR006,DRIVING,138.766666668
CB054,PR007,DRIVING,135.833333334
CB054,PR008,DRIVING,138.766666668
CB054,PR009,DRIVING,147.34999999800002
CB054,PR010,DRIVING,151.95000000000002
CB054,PR011,DRIVING,180.566666664
CB054,PR012,DRIVING,190.683333336
CB054,PR013,DRIVING,179.283333336
CB054,PR014,DRIVING,185.68333333200002
CB054,PR015,DRIVING,207.700000002
CB054,PR016,DRIVING,233.800000002
CB055,PR001,DRIVING,133.266666666
CB055,PR002,DRIVING,112.35000000000001
CB055,PR003,DRIVING,128.899999998
CB055,PR004,DRIVING,136.15000000199998
CB055,PR005,DRIVING,158.033333334
CB055,PR006,DRIVING,157.483333332
CB055,PR007,DRIVING,154.549999998
CB055,PR008,DRIVING,157.5
CB055,PR009,DRIVING,149.166666666
CB055,PR010,DRIVING,165.499999998
CB055,PR011,DRIVING,155.58333333599998
CB055,PR012,DRIVING,209.116666668
CB055,PR013,DRIVING,182.716666668
CB055,PR014,DRIVING,204.116666664
CB055,PR015,DRIVING,226.13333333399999
CB055,PR016,DRIVING,252.250000002
CB056,PR001,DRIVING,65.283333336
CB056,PR002,DRIVING,95.800000002
CB056,PR003,DRIVING,57.116666664
CB056,PR004,DRIVING,14.650000002
CB056,PR005,DRIVING,35.966666664
CB056,PR006,DRIVING,20.683333332
CB056,PR007,DRIVING,17.266666668000003
CB056,PR008,DRIVING,20.683333332
CB056,PR009,DRIVING,22.416666666
CB056,PR010,DRIVING,32.733333336
CB056,PR011,DRIVING,55.633333332
CB056,PR012,DRIVING,79.983333336
CB056,PR013,DRIVING,52.150000002
CB056,PR014,DRIVING,71.416666668
CB056,PR015,DRIVING,93.433333332
CB056,PR016,DRIVING,119.533333332
CB057,PR001,DRIVING,54.6
CB057,PR002,DRIVING,85.116666666
CB057,PR003,DRIVING,46.433333334
CB057,PR004,DRIVING,18.199999998
CB057,PR005,DRIVING,19.399999998000002
CB057,PR006,DRIVING,17.350000002
CB057,PR007,DRIVING,14.416666668000001
CB057,PR008,DRIVING,17.350000002
CB057,PR009,DRIVING,33.016666668
CB057,PR010,DRIVING,31.766666664000002
CB057,PR011,DRIVING,66.25000000200001
CB057,PR012,DRIVING,70.5
CB057,PR013,DRIVING,57.866666664
CB057,PR014,DRIVING,65.48333333400001
CB057,PR015,DRIVING,87.51666666599999
CB057,PR016,DRIVING,113.616666666
CB058,PR001,DRIVING,140.716666668
CB058,PR002,DRIVING,119.80000000199999
CB058,PR003,DRIVING,136.35
CB058,PR004,DRIVING,143.583333336
CB058,PR005,DRIVING,165.466666668
CB058,PR006,DRIVING,164.933333334
CB058,PR007,DRIVING,162.0
CB058,PR008,DRIVING,164.933333334
CB058,PR009,DRIVING,156.6
CB058,PR010,DRIVING,172.95
CB058,PR011,DRIVING,155.800000002
CB058,PR012,DRIVING,216.566666664
CB058,PR013,DRIVING,186.183333336
CB058,PR014,DRIVING,211.549999998
CB058,PR015,DRIVING,233.583333336
CB058,PR016,DRIVING,259.683333336
CB059,PR001,DRIVING,97.05
CB059,PR002,DRIVING,127.566666666
CB059,PR003,DRIVING,88.883333334
CB059,PR004,DRIVING,62.86666666799999
CB059,PR005,DRIVING,53.749999998
CB059,PR006,DRIVING,48.766666668
CB059,PR007,DRIVING,49.450000002
CB059,PR008,DRIVING,50.516666664000006
CB059,PR009,DRIVING,65.616666666
CB059,PR010,DRIVING,33.816666665999996
CB059,PR011,DRIVING,98.833333332
CB059,PR012,DRIVING,47.216666664
CB059,PR013,DRIVING,84.883333332
CB059,PR014,DRIVING,33.116666664
CB059,PR015,DRIVING,55.133333334
CB059,PR016,DRIVING,81.23333333400001
CB060,PR001,DRIVING,184.88333333399999
CB060,PR002,DRIVING,215.39999999999998
CB060,PR003,DRIVING,176.716666668
CB060,PR004,DRIVING,150.700000002
CB060,PR005,DRIVING,141.583333332
CB060,PR006,DRIVING,136.600000002
CB060,PR007,DRIVING,137.299999998
CB060,PR008,DRIVING,138.349999998
CB060,PR009,DRIVING,153.45000000000002
CB060,PR010,DRIVING,121.64999999999999
CB060,PR011,DRIVING,186.666666666
CB060,PR012,DRIVING,90.13333333199999
CB060,PR013,DRIVING,172.716666666
CB060,PR014,DRIVING,81.483333336
CB060,PR015,DRIVING,84.400000002
CB060,PR016,DRIVING,86.39999999999999
CB061,PR001,DRIVING,146.983333332
CB061,PR002,DRIVING,177.49999999800002
CB061,PR003,DRIVING,138.816666666
CB061,PR004,DRIVING,108.066666666
CB061,PR005,DRIVING,106.783333332
CB061,PR006,DRIVING,95.749999998
CB061,PR007,DRIVING,93.416666664
CB061,PR008,DRIVING,95.76666666599999
CB061,PR009,DRIVING,109.99999999799999
CB061,PR010,DRIVING,90.6
CB061,PR011,DRIVING,143.233333332
CB061,PR012,DRIVING,93.016666668
CB061,PR013,DRIVING,129.283333332
CB061,PR014,DRIVING,70.95
CB061,PR015,DRIVING,47.149999998000006
CB061,PR016,DRIVING,41.066666663999996
CB062,PR001,DRIVING,69.43333333199999
CB062,PR002,DRIVING,99.949999998
CB062,PR003,DRIVING,61.266666666
CB062,PR004,DRIVING,31.999999998
CB062,PR005,DRIVING,28.633333332
CB062,PR006,DRIVING,18.766666668
CB062,PR007,DRIVING,15.866666663999998
CB062,PR008,DRIVING,18.166666667999998
CB062,PR009,DRIVING,33.933333336000004
CB062,PR010,DRIVING,13.216666668
CB062,PR011,DRIVING,67.166666664
CB062,PR012,DRIVING,70.066666668
CB062,PR013,DRIVING,53.216666664
CB062,PR014,DRIVING,55.35
CB062,PR015,DRIVING,77.366666664
CB062,PR016,DRIVING,103.483333332
CB063,PR001,DRIVING,93.016666668
CB063,PR002,DRIVING,119.88333333599999
CB063,PR003,DRIVING,73.233333336
CB063,PR004,DRIVING,45.433333332000004
CB063,PR005,DRIVING,66.58333333200001
CB063,PR006,DRIVING,55.916666664000005
CB063,PR007,DRIVING,53.566666668
CB063,PR008,DRIVING,55.916666664000005
CB063,PR009,DRIVING,29.500000002
CB063,PR010,DRIVING,64.216666668
CB063,PR011,DRIVING,27.033333336
CB063,PR012,DRIVING,115.19999999999999
CB063,PR013,DRIVING,40.833333336
CB063,PR014,DRIVING,103.000000002
CB063,PR015,DRIVING,125.016666666
CB063,PR016,DRIVING,151.13333333399999
CB064,PR001,DRIVING,68.350000002
CB064,PR002,DRIVING,98.866666668
CB064,PR003,DRIVING,60.183333336000004
CB064,PR004,DRIVING,22.483333332
CB064,PR005,DRIVING,35.650000002
CB064,PR006,DRIVING,17.133333336
CB064,PR007,DRIVING,14.783333334
CB064,PR008,DRIVING,17.133333336
CB064,PR009,DRIVING,24.416666664
CB064,PR010,DRIVING,24.316666668
CB064,PR011,DRIVING,57.649999998
CB064,PR012,DRIVING,76.416666666
CB064,PR013,DRIVING,43.033333332
CB064,PR014,DRIVING,63.11666666399999
CB064,PR015,DRIVING,85.133333334
CB064,PR016,DRIVING,111.23333333400001
CB065,PR001,DRIVING,79.36666666800001
CB065,PR002,DRIVING,64.433333334
CB065,PR003,DRIVING,76.083333336
CB065,PR004,DRIVING,80.516666664
CB065,PR005,DRIVING,102.400000002
CB065,PR006,DRIVING,101.86666666800001
CB065,PR007,DRIVING,98.933333334
CB065,PR008,DRIVING,101.86666666800001
CB065,PR009,DRIVING,81.616666668
CB065,PR010,DRIVING,109.866666666
CB065,PR011,DRIVING,67.750000002
CB065,PR012,DRIVING,153.48333333600002
CB065,PR013,DRIVING,98.133333336
CB065,PR014,DRIVING,148.483333332
CB065,PR015,DRIVING,170.500000002
CB065,PR016,DRIVING,196.616666664
CB066,PR001,DRIVING,83.800000002
CB066,PR002,DRIVING,114.3
CB066,PR003,DRIVING,75.89999999999999
CB066,PR004,DRIVING,36.216666666
CB066,PR005,DRIVING,57.366666666
CB066,PR006,DRIVING,46.699999997999996
CB066,PR007,DRIVING,44.350000002
CB066,PR008,DRIVING,46.699999997999996
CB066,PR009,DRIVING,20.266666668
CB066,PR010,DRIVING,54.983333334
CB066,PR011,DRIVING,31.233333336
CB066,PR012,DRIVING,105.983333334
CB066,PR013,DRIVING,31.166666664
CB066,PR014,DRIVING,93.783333336
CB066,PR015,DRIVING,115.8
CB066,PR016,DRIVING,141.9
CB067,PR001,DRIVING,55.983333336
CB067,PR002,DRIVING,86.500000002
CB067,PR003,DRIVING,37.883333334
CB067,PR004,DRIVING,17.616666666
CB067,PR005,DRIVING,39.499999998
CB067,PR006,DRIVING,38.950000002
CB067,PR007,DRIVING,36.016666668
CB067,PR008,DRIVING,38.966666664
CB067,PR009,DRIVING,34.399999998
CB067,PR010,DRIVING,47.749999998
CB067,PR011,DRIVING,65.55
CB067,PR012,DRIVING,90.583333332
CB067,PR013,DRIVING,64.966666668
CB067,PR014,DRIVING,85.583333334
CB067,PR015,DRIVING,107.599999998
CB067,PR016,DRIVING,133.716666666
CB068,PR001,DRIVING,74.533333332
CB068,PR002,DRIVING,105.04999999799999
CB068,PR003,DRIVING,66.366666666
CB068,PR004,DRIVING,35.616666666
CB068,PR005,DRIVING,34.333333331999995
CB068,PR006,DRIVING,23.299999998
CB068,PR007,DRIVING,20.966666664
CB068,PR008,DRIVING,23.316666666
CB068,PR009,DRIVING,37.549999998000004
CB068,PR010,DRIVING,14.883333336
CB068,PR011,DRIVING,70.783333332
CB068,PR012,DRIVING,71.10000000000001
CB068,PR013,DRIVING,56.833333331999995
CB068,PR014,DRIVING,56.383333332
CB068,PR015,DRIVING,78.400000002
CB068,PR016,DRIVING,104.50000000200001
CB069,PR001,DRIVING,131.36666666399998
CB069,PR002,DRIVING,116.433333336
CB069,PR003,DRIVING,113.149999998
CB069,PR004,DRIVING,101.533333332
CB069,PR005,DRIVING,122.68333333199999
CB069,PR006,DRIVING,112.016666664
CB069,PR007,DRIVING,109.66666666799999
CB069,PR008,DRIVING,112.016666664
CB069,PR009,DRIVING,85.600000002
CB069,PR010,DRIVING,120.316666668
CB069,PR011,DRIVING,64.733333334
CB069,PR012,DRIVING,171.3
CB069,PR013,DRIVING,83.899999998
CB069,PR014,DRIVING,159.100000002
CB069,PR015,DRIVING,181.116666666
CB069,PR016,DRIVING,207.233333334
CB070,PR001,DRIVING,143.76666666600002
CB070,PR002,DRIVING,122.833333332
CB070,PR003,DRIVING,139.399999998
CB070,PR004,DRIVING,146.633333334
CB070,PR005,DRIVING,168.516666666
CB070,PR006,DRIVING,167.983333332
CB070,PR007,DRIVING,165.049999998
CB070,PR008,DRIVING,167.983333332
CB070,PR009,DRIVING,159.649999998
CB070,PR010,DRIVING,175.999999998
CB070,PR011,DRIVING,153.45000000000002
CB070,PR012,DRIVING,219.60000000000002
CB070,PR013,DRIVING,183.833333334
CB070,PR014,DRIVING,214.600000002
CB070,PR015,DRIVING,236.61666666600001
CB070,PR016,DRIVING,262.733333334
CB071,PR001,DRIVING,66.283333332
CB071,PR002,DRIVING,96.799999998
CB071,PR003,DRIVING,58.116666666
CB071,PR004,DRIVING,23.833333332
CB071,PR005,DRIVING,33.583333332
CB071,PR006,DRIVING,15.066666666
CB071,PR007,DRIVING,12.716666664
CB071,PR008,DRIVING,15.066666666
CB071,PR009,DRIVING,25.783333332
CB071,PR010,DRIVING,26.766666666
CB071,PR011,DRIVING,58.999999998
CB071,PR012,DRIVING,74.350000002
CB071,PR013,DRIVING,44.800000002000004
CB071,PR014,DRIVING,65.55
CB071,PR015,DRIVING,87.583333332
CB071,PR016,DRIVING,113.683333332
CB072,PR001,DRIVING,95.76666666599999
CB072,PR002,DRIVING,94.000000002
CB072,PR003,DRIVING,118.33333333200001
CB072,PR004,DRIVING,143.366666664
CB072,PR005,DRIVING,150.433333332
CB072,PR006,DRIVING,149.599999998
CB072,PR007,DRIVING,146.66666666400002
CB072,PR008,DRIVING,149.616666666
CB072,PR009,DRIVING,158.183333334
CB072,PR010,DRIVING,162.799999998
CB072,PR011,DRIVING,191.4
CB072,PR012,DRIVING,201.516666666
CB072,PR013,DRIVING,190.133333334
CB072,PR014,DRIVING,196.516666668
CB072,PR015,DRIVING,218.55
CB072,PR016,DRIVING,244.64999999999998
CB073,PR001,DRIVING,22.916666664
CB073,PR002,DRIVING,42.583333332
CB073,PR003,DRIVING,16.516666668
CB073,PR004,DRIVING,58.383333336
CB073,PR005,DRIVING,65.449999998
CB073,PR006,DRIVING,64.633333332
CB073,PR007,DRIVING,61.699999997999996
CB073,PR008,DRIVING,64.633333332
CB073,PR009,DRIVING,73.116666666
CB073,PR010,DRIVING,77.816666664
CB073,PR011,DRIVING,89.416666668
CB073,PR012,DRIVING,116.55
CB073,PR013,DRIVING,105.14999999999999
CB073,PR014,DRIVING,111.550000002
CB073,PR015,DRIVING,133.566666666
CB073,PR016,DRIVING,159.666666666
CB074,PR001,DRIVING,84.16666666799999
CB074,PR002,DRIVING,63.250000002
CB074,PR003,DRIVING,79.80000000000001
CB074,PR004,DRIVING,86.416666668
CB074,PR005,DRIVING,108.3
CB074,PR006,DRIVING,107.766666666
CB074,PR007,DRIVING,104.833333332
CB074,PR008,DRIVING,107.766666666
CB074,PR009,DRIVING,99.43333333199999
CB074,PR010,DRIVING,115.766666664
CB074,PR011,DRIVING,105.850000002
CB074,PR012,DRIVING,159.383333334
CB074,PR013,DRIVING,133.000000002
CB074,PR014,DRIVING,154.383333336
CB074,PR015,DRIVING,176.4
CB074,PR016,DRIVING,202.516666668
CB075,PR001,DRIVING,187.38333333600002
CB075,PR002,DRIVING,217.900000002
CB075,PR003,DRIVING,179.216666664
CB075,PR004,DRIVING,153.216666666
CB075,PR005,DRIVING,144.083333334
CB075,PR006,DRIVING,139.11666666600001
CB075,PR007,DRIVING,139.8
CB075,PR008,DRIVING,140.85000000000002
CB075,PR009,DRIVING,155.950000002
CB075,PR010,DRIVING,124.15000000200001
CB075,PR011,DRIVING,189.183333336
CB075,PR012,DRIVING,92.650000002
CB075,PR013,DRIVING,175.233333336
CB075,PR014,DRIVING,83.983333332
CB075,PR015,DRIVING,86.899999998
CB075,PR016,DRIVING,88.900000002
CB076,PR001,DRIVING,161.149999998
CB076,PR002,DRIVING,191.66666666400002
CB076,PR003,DRIVING,152.983333332
CB076,PR004,DRIVING,122.233333332
CB076,PR005,DRIVING,120.94999999799998
CB076,PR006,DRIVING,109.933333332
CB076,PR007,DRIVING,107.58333333600001
CB076,PR008,DRIVING,109.933333332
CB076,PR009,DRIVING,124.18333333199999
CB076,PR010,DRIVING,104.783333334
CB076,PR011,DRIVING,157.399999998
CB076,PR012,DRIVING,136.583333334
CB076,PR013,DRIVING,143.44999999799998
CB076,PR014,DRIVING,116.833333332
CB076,PR015,DRIVING,92.516666664
CB076,PR016,DRIVING,68.266666668
CB077,PR001,DRIVING,87.183333336
CB077,PR002,DRIVING,61.533333336
CB077,PR003,DRIVING,82.816666668
CB077,PR004,DRIVING,90.04999999799999
CB077,PR005,DRIVING,111.933333336
CB077,PR006,DRIVING,111.400000002
CB077,PR007,DRIVING,108.466666668
CB077,PR008,DRIVING,111.400000002
CB077,PR009,DRIVING,103.083333336
CB077,PR010,DRIVING,119.416666668
CB077,PR011,DRIVING,109.5
CB077,PR012,DRIVING,163.033333332
CB077,PR013,DRIVING,136.63333333199998
CB077,PR014,DRIVING,158.033333334
CB077,PR015,DRIVING,180.049999998
CB077,PR016,DRIVING,206.149999998
CB078,PR001,DRIVING,192.866666664
CB078,PR002,DRIVING,223.36666666800002
CB078,PR003,DRIVING,184.69999999799998
CB078,PR004,DRIVING,153.933333336
CB078,PR005,DRIVING,152.566666668
CB078,PR006,DRIVING,141.633333336
CB078,PR007,DRIVING,139.283333334
CB078,PR008,DRIVING,141.633333336
CB078,PR009,DRIVING,155.883333336
CB078,PR010,DRIVING,132.633333336
CB078,PR011,DRIVING,189.100000002
CB078,PR012,DRIVING,115.066666668
CB078,PR013,DRIVING,175.166666664
CB078,PR014,DRIVING,92.466666666
CB078,PR015,DRIVING,68.149999998
CB078,PR016,DRIVING,39.850000002
CB079,PR001,DRIVING,30.700000002000003
CB079,PR002,DRIVING,22.016666664000002
CB079,PR003,DRIVING,53.283333336000005
CB079,PR004,DRIVING,78.316666668
CB079,PR005,DRIVING,85.38333333599999
CB079,PR006,DRIVING,84.550000002
CB079,PR007,DRIVING,81.616666668
CB079,PR008,DRIVING,84.566666664
CB079,PR009,DRIVING,93.13333333199999
CB079,PR010,DRIVING,97.733333334
CB079,PR011,DRIVING,126.349999998
CB079,PR012,DRIVING,136.466666664
CB079,PR013,DRIVING,125.083333332
CB079,PR014,DRIVING,131.466666666
CB079,PR015,DRIVING,153.48333333600002
CB079,PR016,DRIVING,179.599999998
CB080,PR001,DRIVING,104.283333336
CB080,PR002,DRIVING,110.46666666600001
CB080,PR003,DRIVING,82.066666668
CB080,PR004,DRIVING,71.016666666
CB080,PR005,DRIVING,92.16666666600001
CB080,PR006,DRIVING,81.499999998
CB080,PR007,DRIVING,79.150000002
CB080,PR008,DRIVING,81.499999998
CB080,PR009,DRIVING,55.083333335999995
CB080,PR010,DRIVING,89.80000000199999
CB080,PR011,DRIVING,33.933333336000004
CB080,PR012,DRIVING,140.783333334
CB080,PR013,DRIVING,53.1
CB080,PR014,DRIVING,128.583333336
CB080,PR015,DRIVING,150.6
CB080,PR016,DRIVING,176.716666668
CB081,PR001,DRIVING,161.483333334
CB081,PR002,DRIVING,192.0
CB081,PR003,DRIVING,153.316666668
CB081,PR004,DRIVING,122.566666668
CB081,PR005,DRIVING,121.28333333399999
CB081,PR006,DRIVING,110.25
CB081,PR007,DRIVING,107.916666666
CB081,PR008,DRIVING,110.266666668
CB081,PR009,DRIVING,124.50000000000001
CB081,PR010,DRIVING,105.100000002
CB081,PR011,DRIVING,157.733333334
CB081,PR012,DRIVING,124.733333334
CB081,PR013,DRIVING,143.783333334
CB081,PR014,DRIVING,102.133333332
CB081,PR015,DRIVING,77.816666664
CB081,PR016,DRIVING,61.699999997999996
CB082,PR001,DRIVING,56.149999998
CB082,PR002,DRIVING,63.983333333999994
CB082,PR003,DRIVING,43.733333334
CB082,PR004,DRIVING,48.916666668
CB082,PR005,DRIVING,70.816666668
CB082,PR006,DRIVING,70.266666666
CB082,PR007,DRIVING,67.333333332
CB082,PR008,DRIVING,70.28333333399999
CB082,PR009,DRIVING,61.949999999999996
CB082,PR010,DRIVING,78.283333332
CB082,PR011,DRIVING,69.966666666
CB082,PR012,DRIVING,121.900000002
CB082,PR013,DRIVING,95.500000002
CB082,PR014,DRIVING,116.899999998
CB082,PR015,DRIVING,138.916666668
CB082,PR016,DRIVING,165.016666668
CB083,PR001,DRIVING,81.33333333600001
CB083,PR002,DRIVING,79.583333334
CB083,PR003,DRIVING,103.916666664
CB083,PR004,DRIVING,128.933333334
CB083,PR005,DRIVING,136.016666664
CB083,PR006,DRIVING,135.183333336
CB083,PR007,DRIVING,132.250000002
CB083,PR008,DRIVING,135.183333336
CB083,PR009,DRIVING,143.76666666600002
CB083,PR010,DRIVING,148.36666666800002
CB083,PR011,DRIVING,176.983333332
CB083,PR012,DRIVING,187.099999998
CB083,PR013,DRIVING,175.69999999799998
CB083,PR014,DRIVING,182.10000000000002
CB083,PR015,DRIVING,204.116666664
CB083,PR016,DRIVING,230.216666664
CB084,PR001,DRIVING,89.55
CB084,PR002,DRIVING,120.066666666
CB084,PR003,DRIVING,81.383333334
CB084,PR004,DRIVING,42.166666668
CB084,PR005,DRIVING,49.383333336
CB084,PR006,DRIVING,38.316666666
CB084,PR007,DRIVING,35.983333332
CB084,PR008,DRIVING,38.333333333999995
CB084,PR009,DRIVING,44.116666668
CB084,PR010,DRIVING,32.916666666000005
CB084,PR011,DRIVING,77.333333334
CB084,PR012,DRIVING,89.516666664
CB084,PR013,DRIVING,63.666666666
CB084,PR014,DRIVING,73.33333333200001
CB084,PR015,DRIVING,95.350000002
CB084,PR016,DRIVING,119.650000002
CB085,PR001,DRIVING,82.64999999999999
CB085,PR002,DRIVING,74.50000000200001
CB085,PR003,DRIVING,63.649999998
CB085,PR004,DRIVING,66.0
CB085,PR005,DRIVING,87.883333332
CB085,PR006,DRIVING,87.333333336
CB085,PR007,DRIVING,84.400000002
